pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,Q6_1,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
5509,1,1,,1,1,4,9,8,11,1,12,,8,4,7,,2,,4,39,,,,,,,,,,,,,,,,,,,,3,5,2,6,10,2,5,1,3,,5,4,1,3,4,2,,4,1,,,,5,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,,2,3,,5,,,,,,,,,,,,,,,,3,2,5,50500,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,,,3,1,2,15,16,16,11,7,,,,,,,,,,,,4,,,,4,8,,,,,,,,,,,,5,,,,5,7,,,,,,,,,,,,4,,,,4,8,,,,,,,,,,,,5,,,,5,8,,,,,,,,,,,,8,,,,8,,,,,,,,8,,,,,,,,,15,,,,,,,,15,1879.85,2,1074.20,2,117.49,3,67.14,2,117.49,,,3,,,67.14,,,2,,,,0.00,268.55,214.84,0.00,0.00,805.65,0.00,161.13,0.00,0.00,107.42,53.71,0.00,0.00,0.00,0.00,268.55,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,1,5,1,3,1,1,4,3,1,1,1,1,4,1,1,1,1,1,1,,3,,,,,,,,,,,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,,5,,4,5,,3,,,,,,,,,,,,5,3,4,4,5,5,3,4,3,4,,4,5,4,2,18,,1,2,1,1,1,,224.69,,,224.69
5510,1,1,,1,1,1,3,7,1,6,,,1,8,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,10,5,3,6,5,3,,,,,,,,,11,5,1,,,4,5,,,,9,,,1,1,1,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,4,5,,7,8,9,,,,,14,,,,,,,8,,,11012,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,,,3,1,2,12,13,13,11,8,,,,,,,,,,,,3,,,,1,9,,,,,,,,,,,,4,,,,2,8,,,,,,,,,,,,3,,,,1,9,,,,,,,,,,,,4,,,,2,1,,,,,,,,,,,,1,,,,2,1,2,,,,,,,,11,1,,,,,,,11,1,,,,,,,2650.00,3,1673.16,2,203.85,3,128.70,3,203.85,,,3,,,128.70,,,3,,,,0.00,510.96,350.66,0.00,0.00,976.84,0.00,175.33,0.00,0.00,175.33,75.14,0.00,0.00,50.09,50.09,225.43,60.11,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,3,1,1,4,3,1,1,3,3,4,3,1,1,1,1,1,,3,,5,,,,,,,,13,15.00,0.00,65.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,6,1,4,5,5,5,5,5,5,,5,5,5,,,,,5,,,5,5,5,5,5,5,5,5,5,5,5,3,5,4,2,11,,1,2,1,1,1,,210.31,,,210.31
5511,1,1,,3,1,1,6,5,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,3,2,10,,,,9,,,,,,,11,4,,,,,,,,,,,,,,,2,,,,,,,7,,14,13,1,13,12,3,3,1,3,3,1,2,3,,,,,,,,,,,,,,,,,,2,1,3,26006,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,,3,1,2,5,6,6,6,3,,,,,,,,,,,,2,,,,,4,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,2,,,,,4,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,1450.09,2,1450.09,2,241.68,3,241.68,3,,,241.7,,,3,,,241.68,,,3,580.04,36.25,,145.01,145.01,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,507.53,0.00,0.00,0.00,36.25,,4,1,,4,4,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,3,,1,,,,,,7,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,4,7,,4,5,5,4,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,7,,1,4,1,1,3,,1226.99,,,1226.99
5512,3,3,5,1,1,2,4,10,3,1,4,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,11,6,10,4,3,1,,,,6,5,1,6,,,,6,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,,2,,,5,6,7,,,,11,12,,,,,,,,,12,11,2,26500,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,,,3,1,2,12,13,13,11,5,,,,,,,,,,,,4,,,,3,6,,,,,,,,,,,,5,,,,4,5,,,,,,,,,,,,4,,,,3,6,,,,,,,,,,,,5,,,,4,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,12,,,,,,,,12,,,,,,,,4600.00,4,3600.00,4,353.85,4,276.92,3,353.85,,,4,,,276.92,,,3,,,,0.00,750.00,250.00,50.00,0.00,1000.00,0.00,250.00,0.00,0.00,50.00,100.00,0.00,0.00,0.00,0.00,1000.00,0.00,1000.00,150.00,0.00,0.00,,1,5,4,3,1,5,1,4,1,1,3,3,1,1,1,1,4,1,4,4,1,1,1,2,,4,,6,,,,,,,,50.00,35.00,0.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,5,,5,,5,,,4,3,3,,,,4,4,,,,,3,3,5,4,5,5,4,5,5,3,,4,5,4,2,4,,1,3,1,3,1,,804.79,,,804.79
5513,3,3,5,1,1,9,8,5,4,1,5,,7,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,3,9,5,4,1,,,1,5,4,5,1,9,,3,1,,,,,,,,,,,2,,,2,,,,,,6,,,4,3,0,4,3,3,3,0,3,3,,2,3,,5,,,,,,,,,,,,,,,,3,2,5,11005,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,5,6,6,6,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,5,,,,,,,,5,,,,,1365.00,2,873.60,1,227.50,3,145.60,3,227.50,,,3,,,145.60,,,3,,,,0.00,163.80,409.50,0.00,0.00,491.40,0.00,0.00,0.00,0.00,68.25,0.00,0.00,0.00,0.00,0.00,232.05,0.00,0.00,0.00,0.00,0.00,,1,3,4,1,1,4,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,,3,4,,,,,,,,,,20.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,7,6,5,,5,5,,5,,,,,,,,,,,,4,4,5,4,4,5,4,4,5,5,,4,4,4,2,6,,2,2,1,3,1,,573.60,,,573.60
5514,1,1,,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,,9,5,6,8,9,5,,2,1,,3,4,,,,,,,,2,,,2,,,,,5,,,,5,4,0,5,4,3,3,0,3,3,,,3,,,6,,,,,,,,,,,17,,,,6,3,17,28003,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,1,,,1,,4,5,5,5,0,,4,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,4,,,,,,,,4,,,,,335.52,1,139.80,1,59.02,2,24.22,1,59.02,,,2,,,24.22,,,1,,,,0.00,49.46,82.44,0.00,197.85,0.00,0.00,0.00,0.00,0.00,5.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,1,3,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,,,5,,,5,,,,,,,,,,,3,3,4,3,4,4,4,4,3,4,,5,5,4,2,9,,1,2,3,1,1,,470.63,,,470.63
5515,1,1,,3,1,1,5,6,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,1,5,,,,9,,,,,,,11,3,,,,,,,,,,,,,,,2,,,,,,,7,,19,18,1,18,17,3,3,1,3,3,,2,3,,5,,,,,,,,,,,,,,,,2,3,5,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,5,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1522.60,2,1522.60,2,304.52,4,304.52,4,,,304.5,,,4,,,304.52,,,4,580.04,36.25,,290.02,217.51,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,362.52,0.00,0.00,0.00,36.25,,4,1,,4,4,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,3,,1,2,,,,,,,,,,,,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,4,,4,,4,5,,4,,,,,,,,,,,,5,4,5,4,4,5,4,5,4,5,4,4,4,4,2,7,,1,4,1,1,3,,1226.99,,,1226.99
5517,1,1,,1,1,4,5,1,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,13,2,12,3,6,10,1,3,4,,6,5,1,2,8,5,,5,,,,,,,,8,,,,2,,,2,,,,,5,,,,4,3,0,4,3,3,3,0,3,3,1,2,3,,5,,7,,9,,,12,13,,,,,,,,13,3,1,42001,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,1,,10,11,11,11,10,0,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,10,,,,,,,,10,,,,,,,,1075.00,2,700.00,1,97.73,2,63.64,2,97.73,,,2,,,63.64,,,2,,,,0.00,300.00,100.00,0.00,375.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,,1,4,3,1,4,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,,,3,4,5,,,,,,,,,0.00,0.00,30.00,30.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,5,,5,5,5,5,,5,,5,,4,,,3,5,,,,4,3,4,4,4,5,4,4,5,5,,4,5,4,2,9,,1,5,1,1,1,,674.51,,,674.51
5518,3,3,5,1,4,,,,5,1,9,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,,6,5,1,,,,11,3,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,,3,,,,,,,,,,,,,,,18,,,1,3,18,11002,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,10,11,11,11,10,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,10,,,,,,,,10,,,,,1638.00,2,1201.20,2,148.91,3,109.20,3,148.91,,,3,,,109.20,,,3,,,,0.00,273.00,546.00,0.00,0.00,436.80,0.00,0.00,0.00,0.00,109.20,0.00,0.00,0.00,0.00,0.00,273.00,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,1,4,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,,,3,4,,,,,,,,,,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,7,3,4,5,,5,,,,,,,,,,,,,,4,4,4,4,4,4,5,4,5,5,,4,5,4,2,6,,1,2,4,3,1,,517.20,,,517.20
5519,1,1,,3,1,1,6,5,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,5,1,2,,,,9,,,,,,,11,5,,,,,,,,,,,,,,,2,,,,,,,7,,30,29,2,28,27,3,3,2,3,3,1,2,3,,,,,,,,,,,,,,,,,,2,1,3,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,5,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1522.60,2,1522.60,2,304.52,4,304.52,4,,,304.5,,,4,,,304.52,,,4,580.04,36.25,,217.51,145.01,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,507.53,0.00,0.00,0.00,36.25,,4,1,,4,4,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,3,,,2,,,,,7,,,,,,,0.00,30.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,3,4,,4,5,4,5,,,,,,,,,,,,,,4,5,4,5,5,4,5,5,5,5,5,5,5,4,2,7,,2,3,1,1,3,,766.73,,,766.73
5520,1,1,,1,1,1,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,3,10,4,1,,,,1,6,7,9,,,,2,1,,,4,5,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,5,,,,,,,,,,,,,,,,5,3,1,50500,,,,,1,,,,,,,,,,,,,,,,17,1,,,,,,,8,,,3,1,2,10,11,11,11,7,,,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,4,8,,,,,,,,,,,,,,,,1,1,,,,,,,8,,3,,,,,,,7,3,,,,,,,7,2900.34,3,1940.67,2,263.67,3,176.42,3,263.67,,,3,,,176.42,,,3,,,,0.00,746.41,533.15,0.00,0.00,959.67,0.00,159.95,0.00,0.00,0.00,213.26,0.00,0.00,31.99,0.00,213.26,42.65,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,3,1,1,1,4,1,1,3,1,4,3,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,5,4,5,,5,,,,,,,,,,,,5,1,5,4,4,4,4,3,5,3,,5,5,4,2,19,,1,2,1,1,1,,301.77,,,301.77
5521,10,4,5,1,1,8,5,2,2,,,,4,8,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,6,,,1,,,,11,,,4,,,,2,1,,,,,,,,,,,2,,,2,,,,,5,6,,,3,2,0,3,2,3,2,0,3,2,1,2,,,,,,,,,,,,,,,,,,,2,1,,11903,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,,,3,1,2,9,10,10,10,5,,,,,,,,,,,,2,,,,2,6,,,,,,,,,,,,3,,,,3,5,,,,,,,,,,,,2,,,,2,6,,,,,,,,,,,,3,,,,3,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,9,,,,,,,,9,,,,,,,,2108.70,3,1915.83,2,210.87,3,191.58,3,210.87,,,3,,,191.58,,,3,,,,0.00,964.34,771.48,0.00,0.00,192.87,0.00,180.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,5,4,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,5,5,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,4,2,5,,2,5,1,4,1,,672.93,,,672.93
5522,5,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,1,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,30500,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,2,,,2,3,4,4,4,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,2850.00,3,650.00,1,712.50,5,162.50,3,712.50,,,5,,,162.50,,,3,,,,0.00,500.00,100.00,50.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,,,,,,,,,,,,,,,,,4,4,5,4,4,5,4,9,9,9,,3,4,4,2,4,,1,5,3,4,1,,1387.74,,,1387.74
5523,1,1,,1,1,4,,,1,6,10,,8,2,,1,,,,,,,,,,,,,,,,,,,,,,,,12,5,2,3,6,5,1,4,6,,6,5,7,4,1,6,,2,1,,,,5,,,,,,,1,1,1,2,,,,,,6,,,3,2,0,3,2,3,2,0,3,2,1,2,,4,5,6,7,,,,,12,,,,,,,,,4,2,1,45502,,,,,1,,,,,,,,,,,,,,15,,17,1,,,,,,7,8,,,3,1,2,6,7,7,7,4,,,,,,,,,,,,,,0,,2,5,,,,,,,,,,,,,,1,,3,4,,,,,,,,,,,,,,0,,2,5,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,6,,,,,,,,6,,,,,,,,3600.00,4,1930.61,2,514.29,5,275.80,3,514.29,,,5,,,275.80,,,3,,,,0.00,687.40,392.80,0.00,0.00,1669.39,0.00,196.40,0.00,0.00,68.74,68.74,0.00,0.00,0.00,0.00,491.00,25.53,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,3,1,1,3,3,1,1,1,1,4,2,1,1,1,1,,,3,,,6,,,,10,,,,0.00,0.00,50.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,3,6,5,3,3,4,,4,4,4,4,,,,,3,,,,,4,2,5,3,4,4,4,3,4,4,3,2,2,4,2,12,12.2,1,3,1,1,1,,225.24,,,225.24
5524,1,1,,3,1,1,6,5,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,8,1,3,,,,9,,,,,,,11,3,,,,,,,,,,,,,,,2,,,,,,,7,,25,24,1,24,23,3,3,1,3,3,1,2,3,,,,,,,,,,,,,,,,,,2,3,1,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,5,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1450.09,2,1450.09,2,290.02,3,290.02,3,,,290.0,,,3,,,290.02,,,3,580.04,36.25,,145.01,145.01,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,507.53,0.00,0.00,0.00,36.25,,4,1,,4,4,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,3,,1,,,,,,7,,,,,,,50.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,4,7,3,4,4,5,5,,,,,,,,,,,,,,5,4,5,4,5,4,5,5,4,5,5,5,5,4,2,7,,1,2,1,1,3,,445.48,,,445.48
5525,4,4,5,1,1,10,7,8,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,13,1,2,4,3,9,1,3,,,5,1,,8,,,,5,1,,3,,,,,,,,,2,,,2,,,,,,6,,,4,3,0,4,3,3,3,0,3,3,1,2,,,,,,,,,,,13,,,,,,,,2,13,1,11522,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,5,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2428.20,3,2046.61,3,485.64,4,409.32,4,485.64,,,4,,,409.32,,,4,,,,0.00,279.83,317.99,0.00,0.00,381.59,0.00,0.00,0.00,0.00,5.09,38.16,0.00,0.00,0.00,0.00,1017.58,6.36,0.00,381.59,0.00,0.00,,1,4,4,1,1,4,1,1,1,1,2,3,1,1,1,1,4,2,1,4,1,1,,2,3,,5,,,,,,,,,0.00,10.00,70.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,2,,4,4,5,,,,,,,,,,,5,,,,5,3,5,5,5,5,5,4,5,5,,5,5,4,2,5,,2,3,1,4,1,,638.83,,,638.83
